
AUSTRALIAN BUREAU OF STATISTICS (Cat. No. 2064.0 - CDATA Online)

"Statistical Local Area (SLA) and Industry of Employment (ANZSIC06) (IND06P)"
"Counting: Persons, Place of Work"

,"Statistical Local Area (SLA)","Industry of Employment (ANZSIC06) (IND06P)",
,,"8512",13,
,,"8520",20,
,,"8530",0,
,,"8531",39,
,,"8532",13,
,,"8533",23,
,,"8534",3,
,,"8539",25,
,,"8590",0,
,,"8591",0,
,,"8599",0,
,,"8600",3,
,,"8601",250,
,,"8609",67,
,,"8700",34,
,,"8710",123,
,,"8790",163,
,,"Q000",54,
,,"8900",3,
,,"8910",0,
,,"8920",0,
,,"8921",0,
,,"8922",0,
,,"9000",0,
,,"9001",0,
,,"9002",22,
,,"9003",0,
,,"9100",0,
,,"9110",0,
,,"9111",8,
,,"9112",6,
,,"9113",13,
,,"9114",3,
,,"9120",0,
,,"9121",0,
,,"9129",3,
,,"9130",0,
,,"9131",4,
,,"9139",0,
,,"9200",0,
,,"9201",3,
,,"9202",0,
,,"9209",7,
,,"R000",4,
,,"9400",3,
,,"9410",0,
,,"9411",0,
,,"9412",38,
,,"9419",27,
,,"9420",11,
,,"9421",3,
,,"9422",26,
,,"9429",66,
,,"9490",0,
,,"9491",3,
,,"9499",9,
,,"9500",0,
,,"9510",0,
,,"9511",63,
,,"9512",0,
,,"9520",0,
,,"9530",0,
,,"9531",10,
,,"9532",3,
,,"9533",0,
,,"9534",0,
,,"9539",13,
,,"9540",102,
,,"9550",0,
,,"9551",10,
,,"9552",0,
,,"9559",8,
,,"9600",0,
,,"9601",0,
,,"9602",0,
,,"9603",0,
,,"S000",0,
,,"9900",132,
,"105406253","&&&&",9,
,,"@@@@",0,
,,"0100",0,
,,"0110",0,
,,"0111",0,
,,"0112",0,
,,"0113",0,
,,"0114",0,
,,"0115",0,
,,"0120",0,
,,"0121",0,
,,"0122",0,
,,"0123",0,
,,"0130",0,
,,"0131",0,
,,"0132",0,
,,"0133",0,
,,"0134",0,
,,"0135",0,
,,"0136",0,
,,"0137",0,
,,"0139",0,
,,"0140",0,
,,"0141",0,
,,"0142",0,
,,"0143",0,
,,"0144",0,
,,"0145",0,
,,"0146",0,
,,"0149",0,
,,"0150",0,
,,"0151",0,
,,"0152",0,
,,"0159",0,
,,"0160",4,
,,"0170",0,
,,"0171",0,
,,"0172",0,
,,"0180",0,
,,"0190",0,
,,"0191",0,
,,"0192",0,
,,"0193",4,
,,"0199",0,
,,"0200",0,
,,"0201",0,
,,"0202",0,
,,"0203",0,
,,"0300",0,
,,"0301",0,
,,"0302",0,
,,"0400",0,
,,"0410",0,
,,"0411",0,
,,"0412",0,
,,"0413",0,
,,"0414",0,
,,"0419",0,
,,"0420",0,
,,"0500",0,
,,"0510",0,
,,"0520",0,
,,"0521",0,
,,"0522",0,
,,"0529",0,
,,"A000",0,
,,"0600",0,
,,"0700",0,
,,"0800",0,
,,"0801",0,
,,"0802",0,
,,"0803",0,
,,"0804",0,
,,"0805",0,
,,"0806",0,
,,"0807",0,
,,"0809",0,
,,"0900",0,
,,"0910",0,
,,"0911",0,
,,"0919",0,
,,"0990",0,
,,"1000",0,
,,"1010",0,
,,"1011",0,
,,"1012",0,
,,"1090",0,
,,"B000",0,
,,"1100",14,
,,"1110",0,
,,"1111",14,
,,"1112",6,
,,"1113",33,
,,"1120",0,
,,"1130",3,
,,"1131",3,
,,"1132",0,
,,"1133",14,
,,"1140",5,
,,"1150",0,
,,"1160",0,
,,"1161",3,
,,"1162",0,
,,"1170",0,
,,"1171",11,
,,"1172",3,
,,"1173",0,
,,"1174",0,
,,"1180",0,
,,"1181",0,
,,"1182",0,
,,"1190",0,
,,"1191",0,
,,"1192",0,
,,"1199",0,
,,"1200",0,
,,"1210",0,
,,"1211",32,
,,"1212",0,
,,"1213",0,
,,"1214",0,
,,"1220",0,
,,"1300",4,
,,"1310",0,
,,"1311",0,
,,"1312",0,
,,"1313",0,
,,"1320",0,
,,"1330",0,
,,"1331",66,
,,"1332",0,
,,"1333",4,
,,"1334",0,
,,"1340",0,
,,"1350",0,
,,"1351",8,
,,"1352",0,
,,"1400",0,
,,"1410",8,
,,"1411",0,
,,"1412",0,
,,"1413",3,
,,"1490",3,
,,"1491",0,
,,"1492",12,
,,"1493",0,
,,"1494",0,
,,"1499",0,
,,"1500",3,
,,"1510",4,
,,"1520",0,
,,"1521",0,
,,"1522",0,
,,"1523",3,
,,"1524",0,
,,"1529",0,
,,"1600",0,
,,"1610",0,
,,"1611",16,
,,"1612",0,
,,"1620",24,
,,"1700",0,
,,"1701",0,
,,"1709",0,
,,"1800",0,
,,"1810",0,
,,"1811",9,
,,"1812",0,
,,"1813",0,
,,"1820",0,
,,"1821",7,
,,"1829",0,
,,"1830",0,
,,"1831",0,
,,"1832",0,
,,"1840",0,
,,"1841",313,
,,"1842",0,
,,"1850",0,
,,"1851",4,
,,"1852",0,
,,"1890",0,
,,"1891",0,
,,"1892",0,
,,"1899",0,
,,"1900",3,
,,"1910",4,
,,"1911",3,
,,"1912",29,
,,"1913",0,
,,"1914",0,
,,"1915",12,
,,"1916",0,
,,"1919",18,
,,"1920",4,
,,"2000",0,
,,"2010",4,
,,"2020",0,
,,"2021",0,
,,"2029",3,
,,"2030",0,
,,"2031",3,
,,"2032",3,
,,"2033",10,
,,"2034",8,
,,"2090",12,
,,"2100",0,
,,"2110",3,
,,"2120",0,
,,"2121",0,
,,"2122",3,
,,"2130",3,
,,"2131",0,
,,"2132",0,
,,"2133",0,
,,"2139",0,
,,"2140",0,
,,"2141",0,
,,"2142",0,
,,"2149",4,
,,"2200",0,
,,"2210",0,
,,"2220",0,
,,"2221",0,
,,"2222",0,
,,"2223",0,
,,"2224",0,
,,"2229",0,
,,"2230",0,
,,"2231",0,
,,"2239",0,
,,"2240",4,
,,"2290",0,
,,"2291",4,
,,"2292",0,
,,"2293",0,
,,"2299",9,
,,"2300",7,
,,"2310",0,
,,"2311",3,
,,"2312",14,
,,"2313",0,
,,"2319",0,
,,"2390",3,
,,"2391",0,
,,"2392",0,
,,"2393",0,
,,"2394",0,
,,"2399",0,
,,"2400",20,
,,"2410",0,
,,"2411",0,
,,"2412",4,
,,"2419",4,
,,"2420",0,
,,"2421",4,
,,"2422",7,
,,"2429",21,
,,"2430",3,
,,"2431",0,
,,"2432",3,
,,"2439",57,
,,"2440",0,
,,"2441",0,
,,"2449",10,
,,"2450",0,
,,"2451",0,
,,"2452",0,
,,"2460",0,
,,"2461",0,
,,"2462",0,
,,"2463",0,
,,"2469",3,
,,"2490",0,
,,"2491",0,
,,"2499",18,
,,"2500",0,
,,"2510",4,
,,"2511",10,
,,"2512",0,
,,"2513",0,
,,"2519",15,
,,"2590",0,
,,"2591",4,
,,"2592",0,
,,"2599",4,
,,"C000",78,
,,"2600",0,
,,"2610",0,
,,"2611",0,
,,"2612",0,
,,"2619",0,
,,"2620",0,
,,"2630",0,
,,"2640",0,
,,"2700",0,
,,"2810",0,
,,"2811",3,
,,"2812",0,
,,"2900",0,
,,"2910",4,
,,"2911",0,
,,"2919",0,
,,"2920",0,
,,"2921",8,
,,"2922",0,
,,"D000",0,
,,"3000",32,
,,"3010",0,
,,"3011",89,
,,"3019",13,
,,"3020",19,
,,"3100",0,
,,"3101",12,
,,"3109",18,
,,"3200",3,
,,"3210",0,
,,"3211",3,
,,"3212",3,
,,"3220",0,
,,"3221",17,
,,"3222",3,
,,"3223",5,
,,"3224",0,
,,"3230",0,
,,"3231",37,
,,"3232",41,
,,"3233",15,
,,"3234",7,
,,"3239",6,
,,"3240",0,
,,"3241",3,
,,"3242",25,
,,"3243",6,
,,"3244",21,
,,"3245",0,
,,"3290",0,
,,"3291",15,
,,"3292",4,
,,"3299",7,
,,"E000",6,
,,"3300",0,
,,"3310",0,
,,"3311",0,
,,"3312",3,
,,"3319",3,
,,"3320",0,
,,"3321",0,
,,"3322",0,
,,"3323",11,
,,"3330",0,
,,"3331",25,
,,"3332",4,
,,"3339",18,
,,"3400",5,
,,"3410",3,
,,"3411",0,
,,"3419",36,
,,"3490",0,
,,"3491",17,
,,"3492",6,
,,"3493",0,
,,"3494",47,
,,"3499",47,
,,"3500",0,
,,"3501",0,
,,"3502",0,
,,"3503",0,
,,"3504",7,
,,"3505",0,
,,"3600",5,
,,"3601",33,
,,"3602",39,
,,"3603",9,
,,"3604",0,
,,"3605",4,
,,"3606",0,
,,"3609",32,
,,"3700",3,
,,"3710",0,
,,"3711",6,
,,"3712",10,
,,"3720",8,
,,"3730",4,
,,"3731",12,
,,"3732",0,
,,"3733",5,
,,"3734",15,
,,"3735",0,
,,"3736",10,
,,"3739",10,
,,"3800",0,
,,"F000",42,
,,"3900",0,
,,"3910",0,
,,"3911",3,
,,"3912",0,
,,"3913",0,
,,"3920",0,
,,"3921",3,
,,"3922",0,
,,"4000",8,
,,"4100",8,
,,"4110",80,
,,"4120",0,
,,"4121",24,
,,"4122",3,
,,"4123",13,
,,"4129",22,
,,"4200",4,
,,"4210",0,
,,"4211",6,
,,"4212",0,
,,"4213",3,
,,"4214",0,
,,"4220",0,
,,"4221",47,
,,"4222",9,
,,"4229",4,
,,"4230",0,
,,"4231",17,
,,"4232",0,
,,"4240",0,
,,"4241",14,
,,"4242",3,
,,"4243",6,
,,"4244",23,
,,"4245",0,
,,"4250",0,
,,"4251",42,
,,"4252",0,
,,"4253",8,
,,"4259",0,
,,"4260",38,
,,"4270",0,
,,"4271",55,
,,"4272",3,
,,"4273",0,
,,"4274",0,
,,"4279",19,
,,"4300",0,
,,"4310",4,
,,"4320",0,
,,"G000",48,
,,"4400",9,
,,"4500",3,
,,"4510",3,
,,"4511",44,
,,"4512",64,
,,"4513",21,
,,"4520",44,
,,"4530",16,
,,"H000",0,
,,"4600",0,
,,"4610",97,
,,"4620",23,
,,"4621",0,
,,"4622",93,
,,"4623",6,
,,"4700",0,
,,"4710",0,
,,"4720",8,
,,"4800",0,
,,"4810",0,
,,"4820",0,
,,"4900",0,
,,"5000",0,
,,"5010",0,
,,"5020",0,
,,"5021",0,
,,"5029",0,
,,"5100",0,
,,"5101",4,
,,"5102",47,
,,"5200",0,
,,"5210",0,
,,"5211",0,
,,"5212",0,
,,"5219",0,
,,"5220",3,
,,"5290",0,
,,"5291",0,
,,"5292",0,
,,"5299",3,
,,"5300",0,
,,"5301",0,
,,"5309",9,
,,"I000",6,
,,"5400",0,
,,"5410",0,
,,"5411",4,
,,"5412",3,
,,"5413",3,
,,"5414",0,
,,"5419",0,
,,"5420",0,
,,"5500",0,
,,"5510",0,
,,"5511",0,
,,"5512",0,
,,"5513",0,
,,"5514",0,
,,"5520",0,
,,"5521",0,
,,"5522",0,
,,"5600",3,
,,"5610",0,
,,"5620",0,
,,"5621",7,
,,"5622",18,
,,"5700",0,
,,"5800",5,
,,"5801",3,
,,"5802",0,
,,"5809",3,
,,"5900",0,
,,"5910",3,
,,"5920",0,
,,"5921",0,
,,"5922",3,
,,"6000",0,
,,"6010",0,
,,"6020",0,
,,"J000",0,
,,"6200",3,
,,"6210",0,
,,"6220",0,
,,"6221",19,
,,"6222",0,
,,"6223",0,
,,"6229",0,
,,"6230",0,
,,"6240",4,
,,"6300",0,
,,"6310",0,
,,"6320",0,
,,"6321",5,
,,"6322",5,
,,"6330",3,
,,"6400",3,
,,"6410",5,
,,"6411",6,
,,"6419",26,
,,"6420",4,
,,"K000",3,
,,"6600",0,
,,"6610",0,
,,"6611",4,
,,"6619",0,
,,"6620",0,
,,"6630",3,
,,"6631",3,
,,"6632",6,
,,"6639",3,
,,"6640",0,
,,"6700",4,
,,"6710",0,
,,"6711",8,
,,"6712",3,
,,"6720",23,
,,"L000",0,
,,"6900",5,
,,"6910",3,
,,"6920",4,
,,"6921",8,
,,"6922",8,
,,"6923",63,
,,"6924",15,
,,"6925",3,
,,"6930",0,
,,"6931",7,
,,"6932",49,
,,"6940",13,
,,"6950",66,
,,"6960",0,
,,"6961",3,
,,"6962",19,
,,"6970",18,
,,"6990",0,
,,"6991",17,
,,"6999",4,
,,"7000",51,
,,"M000",0,
,,"7200",0,
,,"7210",0,
,,"7211",7,
,,"7212",9,
,,"7220",3,
,,"7290",0,
,,"7291",3,
,,"7292",0,
,,"7293",3,
,,"7294",0,
,,"7299",3,
,,"7300",0,
,,"7310",0,
,,"7311",56,
,,"7312",3,
,,"7313",13,
,,"7320",7,
,,"N000",0,
,,"7500",0,
,,"7510",0,
,,"7520",70,
,,"7530",4,
,,"7540",0,
,,"7550",0,
,,"7551",0,
,,"7552",0,
,,"7600",0,
,,"7700",0,
,,"7710",0,
,,"7711",22,
,,"7712",12,
,,"7713",16,
,,"7714",3,
,,"7719",0,
,,"7720",0,
,,"O000",4,
,,"8000",0,
,,"8010",53,
,,"8020",11,
,,"8021",225,
,,"8022",56,
,,"8023",8,
,,"8024",0,
,,"8100",3,
,,"8101",7,
,,"8102",19,
,,"8200",0,
,,"8210",0,
,,"8211",3,
,,"8212",25,
,,"8219",19,
,,"8220",0,
,,"P000",11,
,,"8400",0,
,,"8401",233,
,,"8402",0,
,,"8500",77,
,,"8510",0,
,,"8511",70,
,,"8512",24,
,,"8520",15,
,,"8530",0,
,,"8531",21,
,,"8532",4,
,,"8533",10,
,,"8534",7,
,,"8539",34,
,,"8590",0,
,,"8591",0,
,,"8599",0,
,,"8600",0,
,,"8601",222,
,,"8609",33,
,,"8700",27,
,,"8710",102,
,,"8790",130,
,,"Q000",57,
,,"8900",0,
,,"8910",0,
,,"8920",0,
,,"8921",0,
,,"8922",0,
,,"9000",0,
,,"9001",0,
,,"9002",4,
,,"9003",0,
,,"9100",0,
,,"9110",0,
,,"9111",3,
,,"9112",5,
,,"9113",19,
,,"9114",0,
,,"9120",0,
,,"9121",0,
,,"9129",0,
,,"9130",0,
,,"9131",0,
,,"9139",0,
,,"9200",0,
,,"9201",0,
,,"9202",0,
,,"9209",0,
,,"R000",3,
,,"9400",13,
,,"9410",0,
,,"9411",3,
,,"9412",39,
,,"9419",36,
,,"9420",5,
,,"9421",4,
,,"9422",22,
,,"9429",25,
,,"9490",0,
,,"9491",0,
,,"9499",5,
,,"9500",0,
,,"9510",0,
,,"9511",37,
,,"9512",0,
,,"9520",0,
,,"9530",0,
,,"9531",12,
,,"9532",6,
,,"9533",0,
,,"9534",0,
,,"9539",11,
,,"9540",60,
,,"9550",0,
,,"9551",0,
,,"9552",0,
,,"9559",3,
,,"9600",0,
,,"9601",3,
,,"9602",0,
,,"9603",0,
,,"S000",0,
,,"9900",73,
,"105406254","&&&&",3,
,,"@@@@",0,
,,"0100",3,
,,"0110",0,
,,"0111",0,
,,"0112",0,
,,"0113",0,
,,"0114",0,
,,"0115",0,
,,"0120",0,
,,"0121",0,
,,"0122",0,
,,"0123",0,
,,"0130",0,
,,"0131",0,
,,"0132",0,
,,"0133",0,
,,"0134",0,
,,"0135",0,
,,"0136",0,
,,"0137",0,
,,"0139",0,
,,"0140",0,
,,"0141",0,
,,"0142",0,
,,"0143",0,
,,"0144",0,
,,"0145",0,
,,"0146",0,
,,"0149",0,
,,"0150",0,
,,"0151",0,
,,"0152",0,
,,"0159",0,
,,"0160",0,
,,"0170",0,
,,"0171",0,
,,"0172",0,
,,"0180",0,
,,"0190",0,
,,"0191",0,
,,"0192",0,
,,"0193",0,
,,"0199",0,
,,"0200",0,
,,"0201",0,
,,"0202",0,
,,"0203",0,
,,"0300",0,
,,"0301",0,
,,"0302",0,
,,"0400",0,
,,"0410",0,
,,"0411",0,
,,"0412",0,
,,"0413",0,
,,"0414",0,
,,"0419",0,
,,"0420",0,
,,"0500",0,
,,"0510",0,
,,"0520",0,
,,"0521",0,
,,"0522",0,
,,"0529",0,
,,"A000",0,
,,"0600",0,
,,"0700",0,
,,"0800",0,
,,"0801",0,
,,"0802",0,
,,"0803",0,
,,"0804",0,
,,"0805",0,
,,"0806",0,
,,"0807",0,
,,"0809",0,
,,"0900",0,
,,"0910",0,
,,"0911",0,
,,"0919",0,
,,"0990",0,
,,"1000",0,
,,"1010",0,
,,"1011",0,
,,"1012",0,
,,"1090",0,
,,"B000",0,
,,"1100",15,
,,"1110",0,
,,"1111",3,
,,"1112",3,
,,"1113",0,
,,"1120",0,
,,"1130",0,
,,"1131",3,
,,"1132",0,
,,"1133",0,
,,"1140",0,
,,"1150",4,
,,"1160",0,
,,"1161",0,
,,"1162",0,
,,"1170",0,
,,"1171",13,
,,"1172",68,
,,"1173",0,
,,"1174",11,
,,"1180",0,
,,"1181",0,
,,"1182",3,
,,"1190",0,
,,"1191",0,
,,"1192",0,
,,"1199",15,
,,"1200",0,
,,"1210",0,
,,"1211",0,
,,"1212",0,
,,"1213",0,
,,"1214",0,
,,"1220",0,
,,"1300",0,
,,"1310",0,
,,"1311",0,
,,"1312",0,
,,"1313",0,
,,"1320",4,
,,"1330",0,
,,"1331",0,
,,"1332",0,
,,"1333",5,
,,"1334",0,
,,"1340",0,
,,"1350",0,
,,"1351",16,
,,"1352",0,
,,"1400",0,
,,"1410",0,
,,"1411",0,
,,"1412",0,
,,"1413",0,
,,"1490",4,
,,"1491",0,
,,"1492",18,
,,"1493",0,
,,"1494",0,
,,"1499",0,
,,"1500",0,
,,"1510",48,
,,"1520",0,
,,"1521",0,
,,"1522",0,
,,"1523",26,
,,"1524",0,
,,"1529",0,
,,"1600",4,
,,"1610",7,
,,"1611",295,
,,"1612",11,
,,"1620",0,
,,"1700",0,
,,"1701",6,
,,"1709",0,
,,"1800",0,
,,"1810",0,
,,"1811",0,
,,"1812",0,
,,"1813",0,
,,"1820",0,
,,"1821",0,
,,"1829",0,
,,"1830",0,
,,"1831",0,
,,"1832",0,
,,"1840",0,
,,"1841",160,
,,"1842",0,
,,"1850",0,
,,"1851",0,
,,"1852",0,
,,"1890",0,
,,"1891",0,
,,"1892",0,
,,"1899",0,
,,"1900",0,
,,"1910",0,
,,"1911",27,
,,"1912",0,
,,"1913",0,
,,"1914",0,
,,"1915",0,
,,"1916",3,
,,"1919",0,
,,"1920",0,
,,"2000",3,
,,"2010",3,
,,"2020",0,
,,"2021",0,
,,"2029",0,
,,"2030",0,
,,"2031",3,
,,"2032",0,
,,"2033",3,
,,"2034",0,
,,"2090",6,
,,"2100",0,
,,"2110",79,
,,"2120",0,
,,"2121",3,
,,"2122",0,
,,"2130",3,
,,"2131",0,
,,"2132",0,
,,"2133",0,
,,"2139",0,
,,"2140",0,
,,"2141",0,
,,"2142",3,
,,"2149",3,
,,"2200",0,
,,"2210",0,
,,"2220",0,
,,"2221",0,
,,"2222",0,
,,"2223",8,
,,"2224",0,
,,"2229",0,
,,"2230",0,
,,"2231",0,
,,"2239",55,
,,"2240",4,
,,"2290",0,
,,"2291",3,
,,"2292",0,
,,"2293",0,
,,"2299",3,
,,"2300",0,
,,"2310",0,
,,"2311",3,
,,"2312",0,
,,"2313",0,
,,"2319",12,
,,"2390",0,
,,"2391",0,
,,"2392",0,
,,"2393",169,
,,"2394",0,
,,"2399",0,
,,"2400",7,
,,"2410",0,
,,"2411",0,
,,"2412",7,
,,"2419",0,
,,"2420",0,
,,"2421",20,
,,"2422",4,
,,"2429",5,
,,"2430",0,
,,"2431",0,
,,"2432",0,
,,"2439",4,
,,"2440",0,
,,"2441",0,
,,"2449",0,
,,"2450",0,
,,"2451",0,
,,"2452",0,
,,"2460",0,
,,"2461",0,
,,"2462",3,
,,"2463",0,
,,"2469",0,
,,"2490",0,
,,"2491",14,
,,"2499",0,
,,"2500",0,
,,"2510",4,
,,"2511",22,
,,"2512",0,
,,"2513",0,
,,"2519",38,
,,"2590",0,
,,"2591",3,
,,"2592",0,
,,"2599",5,
,,"C000",58,
,,"2600",0,
,,"2610",0,
,,"2611",0,
,,"2612",0,
,,"2619",0,
,,"2620",0,
,,"2630",0,
,,"2640",0,
,,"2700",0,
,,"2810",0,
,,"2811",0,
,,"2812",3,
,,"2900",0,
,,"2910",0,
,,"2911",0,
,,"2919",0,
,,"2920",0,
,,"2921",0,
,,"2922",0,
,,"D000",0,
,,"3000",24,
,,"3010",0,
,,"3011",75,
,,"3019",5,
,,"3020",17,
,,"3100",4,
,,"3101",3,
,,"3109",3,
,,"3200",7,
,,"3210",0,
,,"3211",0,
,,"3212",22,
,,"3220",0,
,,"3221",34,
,,"3222",8,
,,"3223",10,
,,"3224",3,
,,"3230",0,
,,"3231",32,
,,"3232",32,
,,"3233",5,
,,"3234",0,
,,"3239",3,
,,"3240",0,
,,"3241",16,
,,"3242",26,
,,"3243",17,
,,"3244",19,
,,"3245",3,
,,"3290",0,
,,"3291",4,
,,"3292",0,
,,"3299",14,
,,"E000",12,
,,"3300",0,
,,"3310",0,
,,"3311",4,
,,"3312",0,
,,"3319",4,
,,"3320",0,
,,"3321",0,
,,"3322",4,
,,"3323",0,
,,"3330",0,
,,"3331",25,
,,"3332",4,
,,"3339",16,
,,"3400",6,
,,"3410",0,
,,"3411",18,
,,"3419",8,
,,"3490",6,
,,"3491",0,
,,"3492",26,
,,"3493",0,
,,"3494",47,
,,"3499",7,
,,"3500",0,
,,"3501",4,
,,"3502",8,
,,"3503",0,
,,"3504",35,
,,"3505",0,
,,"3600",0,
,,"3601",3,
,,"3602",21,
,,"3603",0,
,,"3604",0,
,,"3605",3,
,,"3606",0,
,,"3609",23,
,,"3700",0,
,,"3710",0,
,,"3711",3,
,,"3712",6,
,,"3720",333,
,,"3730",4,
,,"3731",18,
,,"3732",6,
,,"3733",3,
,,"3734",0,
,,"3735",0,
,,"3736",7,
,,"3739",14,
,,"3800",3,
,,"F000",50,
,,"3900",0,
,,"3910",0,
,,"3911",114,
,,"3912",3,
,,"3913",3,
,,"3920",0,
,,"3921",8,
,,"3922",0,
,,"4000",32,
,,"4100",0,
,,"4110",169,
,,"4120",0,
,,"4121",16,
,,"4122",10,
,,"4123",8,
,,"4129",91,
,,"4200",0,
,,"4210",3,
,,"4211",33,
,,"4212",0,
,,"4213",0,
,,"4214",0,
,,"4220",0,
,,"4221",37,
,,"4222",4,
,,"4229",0,
,,"4230",0,
,,"4231",23,
,,"4232",3,
,,"4240",0,
,,"4241",4,
,,"4242",0,
,,"4243",0,
,,"4244",16,
,,"4245",0,
,,"4250",0,
,,"4251",8,
,,"4252",0,
,,"4253",3,
,,"4259",0,
,,"4260",3,
,,"4270",0,
,,"4271",51,
,,"4272",3,
,,"4273",0,
,,"4274",13,
,,"4279",13,
,,"4300",0,
,,"4310",6,
,,"4320",0,
,,"G000",29,
,,"4400",5,
,,"4500",4,
,,"4510",0,
,,"4511",43,
,,"4512",107,
,,"4513",12,
,,"4520",26,
,,"4530",37,
,,"H000",0,
,,"4600",0,
,,"4610",129,
,,"4620",8,
,,"4621",0,
,,"4622",5,
,,"4623",69,
,,"4700",9,
,,"4710",0,
,,"4720",116,
,,"4800",4,
,,"4810",0,
,,"4820",0,
,,"4900",0,
,,"5000",0,
,,"5010",0,
,,"5020",0,
,,"5021",0,
,,"5029",0,
,,"5100",0,
,,"5101",550,
,,"5102",8,
,,"5200",0,
,,"5210",0,
,,"5211",0,
,,"5212",0,
,,"5219",0,
,,"5220",0,
,,"5290",0,
,,"5291",0,
,,"5292",56,
,,"5299",99,
,,"5300",0,
,,"5301",0,
,,"5309",11,
,,"I000",3,
,,"5400",4,
,,"5410",0,
,,"5411",0,
,,"5412",3,
,,"5413",19,
,,"5414",3,
,,"5419",0,
,,"5420",0,
,,"5500",0,
,,"5510",0,
,,"5511",5,
,,"5512",3,
,,"5513",0,
,,"5514",0,
,,"5520",0,
,,"5521",0,
,,"5522",0,
,,"5600",0,
,,"5610",3,
,,"5620",0,
,,"5621",0,
,,"5622",0,
,,"5700",0,
,,"5800",4,
,,"5801",0,
,,"5802",3,
,,"5809",0,
,,"5900",0,
,,"5910",0,
,,"5920",0,
,,"5921",3,
,,"5922",3,
,,"6000",0,
,,"6010",0,
,,"6020",0,
,,"J000",0,
,,"6200",3,
,,"6210",0,
,,"6220",0,
,,"6221",33,
,,"6222",0,
,,"6223",3,
,,"6229",0,
,,"6230",0,
,,"6240",4,
,,"6300",0,
,,"6310",3,
,,"6320",0,
,,"6321",0,
,,"6322",0,
,,"6330",0,
,,"6400",0,
,,"6410",0,
,,"6411",4,
,,"6419",14,
,,"6420",0,
,,"K000",0,
,,"6600",0,
,,"6610",0,
,,"6611",0,
,,"6619",4,
,,"6620",0,
,,"6630",0,
,,"6631",3,
,,"6632",3,
,,"6639",0,
,,"6640",0,
,,"6700",8,
,,"6710",0,
,,"6711",4,
,,"6712",3,
,,"6720",43,
,,"L000",0,
,,"6900",8,
,,"6910",4,
,,"6920",3,
,,"6921",3,
,,"6922",0,
,,"6923",11,
,,"6924",9,
,,"6925",0,
,,"6930",0,
,,"6931",17,
,,"6932",35,
,,"6940",10,
,,"6950",4,
,,"6960",0,
,,"6961",0,
,,"6962",12,
,,"6970",7,
,,"6990",0,
,,"6991",102,
,,"6999",4,
,,"7000",36,
,,"M000",0,
,,"7200",0,
,,"7210",0,
,,"7211",12,
,,"7212",11,
,,"7220",6,
,,"7290",3,
,,"7291",3,
,,"7292",0,
,,"7293",0,
,,"7294",9,
,,"7299",7,
,,"7300",0,
,,"7310",0,
,,"7311",66,
,,"7312",0,
,,"7313",15,
,,"7320",8,
,,"N000",0,
,,"7500",4,
,,"7510",115,
,,"7520",24,
,,"7530",27,
,,"7540",0,
,,"7550",0,
,,"7551",0,
,,"7552",0,
,,"7600",0,
,,"7700",0,
,,"7710",0,
,,"7711",76,
,,"7712",24,
,,"7713",14,
,,"7714",0,
,,"7719",25,
,,"7720",0,
,,"O000",3,
,,"8000",0,
,,"8010",39,
,,"8020",14,
,,"8021",225,
,,"8022",204,
,,"8023",24,
,,"8024",0,
,,"8100",4,
,,"8101",471,
,,"8102",16,
,,"8200",0,
,,"8210",0,
,,"8211",3,
,,"8212",3,
,,"8219",30,
,,"8220",0,
,,"P000",24,
,,"8400",0,
,,"8401",12,
,,"8402",0,
,,"8500",7,
,,"8510",0,
,,"8511",55,
,,"8512",4,
,,"8520",3,
,,"8530",0,
,,"8531",13,
,,"8532",7,
,,"8533",8,
,,"8534",3,
,,"8539",4,
,,"8590",0,
,,"8591",0,
,,"8599",0,
,,"8600",0,
,,"8601",48,
,,"8609",13,
,,"8700",21,
,,"8710",73,
,,"8790",30,
,,"Q000",14,
,,"8900",0,
,,"8910",0,
,,"8920",0,
,,"8921",0,
,,"8922",0,
,,"9000",0,
,,"9001",0,
,,"9002",4,
,,"9003",0,
,,"9100",0,
,,"9110",0,
,,"9111",11,
,,"9112",0,
,,"9113",10,
,,"9114",0,
,,"9120",0,
,,"9121",0,
,,"9129",0,
,,"9130",0,
,,"9131",0,
,,"9139",0,
,,"9200",0,
,,"9201",0,
,,"9202",0,
,,"9209",219,
,,"R000",0,
,,"9400",4,
,,"9410",4,
,,"9411",12,
,,"9412",29,
,,"9419",35,
,,"9420",4,
,,"9421",6,
,,"9422",8,
,,"9429",4,
,,"9490",0,
,,"9491",0,
,,"9499",6,
,,"9500",0,
,,"9510",0,
,,"9511",59,
,,"9512",0,
,,"9520",9,
,,"9530",0,
,,"9531",7,
,,"9532",34,
,,"9533",0,
,,"9534",0,
,,"9539",3,
,,"9540",31,
,,"9550",0,
,,"9551",0,
,,"9552",3,
,,"9559",3,
,,"9600",0,
,,"9601",0,
,,"9602",0,
,,"9603",0,
,,"S000",0,
,,"9900",68,
,"105456351","&&&&",24,
,,"@@@@",0,
,,"0100",17,
,,"0110",3,
,,"0111",0,
,,"0112",11,
,,"0113",0,
,,"0114",0,
,,"0115",5,
,,"0120",0,
,,"0121",26,
,,"0122",5,
,,"0123",122,
,,"0130",5,
,,"0131",3,
,,"0132",0,
,,"0133",0,
,,"0134",0,
,,"0135",0,
