"305011067","&&&&",3
"305011067","@@@@",0
"305011067","0100",3
"305011067","0110",0
"305011067","0111",0
"305011067","0112",0
"305011067","0113",0
"305011067","0114",0
"305011067","0115",0
"305011067","0120",0
"305011067","0121",0
"305011067","0122",0
"305011067","0123",0
"305011067","0130",0
"305011067","0131",0
"305011067","0132",0
"305011067","0133",0
"305011067","0134",0
"305011067","0135",0
"305011067","0136",0
"305011067","0137",0
"305011067","0139",0
"305011067","0140",0
"305011067","0141",0
"305011067","0142",3
"305011067","0143",0
"305011067","0144",0
"305011067","0145",0
"305011067","0146",0
"305011067","0149",0
"305011067","0150",0
"305011067","0151",0
"305011067","0152",0
"305011067","0159",0
"305011067","0160",0
"305011067","0170",0
"305011067","0171",0
"305011067","0172",0
"305011067","0180",0
"305011067","0190",0
"305011067","0191",0
"305011067","0192",0
"305011067","0193",0
"305011067","0199",0
"305011067","0200",0
"305011067","0201",0
"305011067","0202",0
"305011067","0203",0
"305011067","0300",0
"305011067","0301",0
"305011067","0302",0
"305011067","0400",0
"305011067","0410",0
"305011067","0411",0
"305011067","0412",0
"305011067","0413",0
"305011067","0414",0
"305011067","0419",0
"305011067","0420",0
"305011067","0500",0
"305011067","0510",0
"305011067","0520",0
"305011067","0521",0
"305011067","0522",0
"305011067","0529",0
"305011067","A000",3
"305011067","0600",0
"305011067","0700",0
"305011067","0800",0
"305011067","0801",0
"305011067","0802",0
"305011067","0803",0
"305011067","0804",10
"305011067","0805",0
"305011067","0806",0
"305011067","0807",0
"305011067","0809",0
"305011067","0900",0
"305011067","0910",0
"305011067","0911",0
"305011067","0919",0
"305011067","0990",0
"305011067","1000",0
"305011067","1010",0
"305011067","1011",0
"305011067","1012",0
"305011067","1090",12
"305011067","B000",3
"305011067","1100",5
"305011067","1110",0
"305011067","1111",0
"305011067","1112",0
"305011067","1113",0
"305011067","1120",0
"305011067","1130",0
"305011067","1131",0
"305011067","1132",0
"305011067","1133",0
"305011067","1140",3
"305011067","1150",0
"305011067","1160",0
"305011067","1161",0
"305011067","1162",0
"305011067","1170",3
"305011067","1171",12
"305011067","1172",0
"305011067","1173",0
"305011067","1174",0
"305011067","1180",0
"305011067","1181",0
"305011067","1182",0
"305011067","1190",0
"305011067","1191",0
"305011067","1192",0
"305011067","1199",6
"305011067","1200",0
"305011067","1210",0
"305011067","1211",0
"305011067","1212",0
"305011067","1213",0
"305011067","1214",20
"305011067","1220",0
"305011067","1300",0
"305011067","1310",0
"305011067","1311",0
"305011067","1312",0
"305011067","1313",0
"305011067","1320",0
"305011067","1330",0
"305011067","1331",0
"305011067","1332",0
"305011067","1333",0
"305011067","1334",0
"305011067","1340",0
"305011067","1350",0
"305011067","1351",9
"305011067","1352",0
"305011067","1400",0
"305011067","1410",0
"305011067","1411",0
"305011067","1412",0
"305011067","1413",0
"305011067","1490",0
"305011067","1491",0
"305011067","1492",10
"305011067","1493",0
"305011067","1494",0
"305011067","1499",5
"305011067","1500",0
"305011067","1510",0
"305011067","1520",0
"305011067","1521",0
"305011067","1522",0
"305011067","1523",6
"305011067","1524",0
"305011067","1529",0
"305011067","1600",0
"305011067","1610",4
"305011067","1611",90
"305011067","1612",0
"305011067","1620",6
"305011067","1700",0
"305011067","1701",0
"305011067","1709",0
"305011067","1800",0
"305011067","1810",0
"305011067","1811",3
"305011067","1812",3
"305011067","1813",0
"305011067","1820",0
"305011067","1821",0
"305011067","1829",0
"305011067","1830",0
"305011067","1831",0
"305011067","1832",0
"305011067","1840",0
"305011067","1841",0
"305011067","1842",0
"305011067","1850",0
"305011067","1851",0
"305011067","1852",0
"305011067","1890",0
"305011067","1891",0
"305011067","1892",0
"305011067","1899",0
"305011067","1900",0
"305011067","1910",0
"305011067","1911",0
"305011067","1912",0
"305011067","1913",0
"305011067","1914",0
"305011067","1915",0
"305011067","1916",4
"305011067","1919",0
"305011067","1920",0
"305011067","2000",0
"305011067","2010",0
"305011067","2020",0
"305011067","2021",0
"305011067","2029",0
"305011067","2030",0
"305011067","2031",0
"305011067","2032",0
"305011067","2033",4
"305011067","2034",0
"305011067","2090",0
"305011067","2100",0
"305011067","2110",3
"305011067","2120",0
"305011067","2121",0
"305011067","2122",0
"305011067","2130",0
"305011067","2131",0
"305011067","2132",0
"305011067","2133",0
"305011067","2139",0
"305011067","2140",0
